"year","jurisdiction","cause_subgroup","deaths"
"2015","West Virginia","Other diseases of the circulatory system","1156"
"2015","West Virginia","Diabetes","727"
"2015","West Virginia","Chronic lower respiratory disease","1607"
"2015","West Virginia","Alzheimer disease and dementia","1685"
"2015","West Virginia","Hypertensive diseases","156"
"2015","West Virginia","Influenza and pneumonia","233"
"2015","West Virginia","Sepsis","49"
"2015","West Virginia","Ischemic heart disease","2862"
"2015","West Virginia","Renal failure","182"
"2015","Wisconsin","Other diseases of the circulatory system","3161"
"2015","Wisconsin","Heart failure","1349"
"2015","Wisconsin","Hypertensive diseases","1076"
"2015","Wisconsin","Alzheimer disease and dementia","4753"
"2015","Wisconsin","Sepsis","208"
"2015","Wisconsin","Cerebrovascular diseases","2326"
"2015","Wisconsin","Chronic lower respiratory disease","2578"
"2015","Wisconsin","Influenza and pneumonia","856"
"2015","Wisconsin","Ischemic heart disease","5798"
"2015","Wisconsin","Diabetes","1242"
"2015","Wisconsin","Renal failure","805"
"2015","Wisconsin","Other diseases of the respiratory system","940"
"2015","Wisconsin","Malignant neoplasms","10305"
"2015","Wyoming","Alzheimer disease and dementia","47"
"2015","Wyoming","Ischemic heart disease","423"
"2015","Wyoming","Malignant neoplasms","852"
"2015","Wyoming","Chronic lower respiratory disease","81"
"2015","Wyoming","Other diseases of the circulatory system","12"
"2016","Alabama","Alzheimer disease and dementia","4482"
"2016","Alabama","Renal failure","969"
"2016","Alabama","Other diseases of the circulatory system","5181"
"2016","Alabama","Cerebrovascular diseases","2843"
"2016","Alabama","Heart failure","2511"
"2016","Alabama","Influenza and pneumonia","913"
"2016","Alabama","Ischemic heart disease","4873"
"2016","Alabama","Diabetes","1137"
"2016","Alabama","Chronic lower respiratory disease","3238"
"2016","Alabama","Malignant neoplasms","10166"
"2016","Alabama","Sepsis","993"
"2016","Alabama","Other diseases of the respiratory system","1351"
"2016","Alabama","Hypertensive diseases","1058"
"2016","Alaska","Malignant neoplasms","876"
"2016","Alaska","Alzheimer disease and dementia","26"
"2016","Alaska","Ischemic heart disease","221"
"2016","Alaska","Chronic lower respiratory disease","12"
"2016","Alaska","Other diseases of the circulatory system","26"
"2016","Arizona","Influenza and pneumonia","791"
"2016","Arizona","Renal failure","189"
"2016","Arizona","Ischemic heart disease","7866"
"2016","Arizona","Other diseases of the respiratory system","1106"
"2016","Arizona","Chronic lower respiratory disease","3820"
"2016","Arizona","Diabetes","2039"
"2016","Arizona","Cerebrovascular diseases","2555"
"2016","Arizona","Alzheimer disease and dementia","4778"
"2016","Arizona","Hypertensive diseases","2285"
"2016","Arizona","Sepsis","253"
"2016","Arizona","Heart failure","596"
"2016","Arizona","Malignant neoplasms","11852"
"2016","Arizona","Other diseases of the circulatory system","2803"
"2016","Arkansas","Cerebrovascular diseases","1536"
"2016","Arkansas","Heart failure","898"
"2016","Arkansas","Malignant neoplasms","6471"
"2016","Arkansas","Ischemic heart disease","4869"
"2016","Arkansas","Influenza and pneumonia","378"
"2016","Arkansas","Other diseases of the respiratory system","423"
"2016","Arkansas","Chronic lower respiratory disease","2174"
"2016","Arkansas","Sepsis","110"
"2016","Arkansas","Diabetes","884"
"2016","Arkansas","Renal failure","624"
"2016","Arkansas","Hypertensive diseases","1102"
"2016","Arkansas","Other diseases of the circulatory system","1569"
"2016","Arkansas","Alzheimer disease and dementia","2699"
"2016","California","Renal failure","3539"
"2016","California","Hypertensive diseases","10569"
"2016","California","Chronic lower respiratory disease","13617"
"2016","California","Alzheimer disease and dementia","23932"
"2016","California","Diabetes","9051"
"2016","California","Cerebrovascular diseases","15612"
"2016","California","Influenza and pneumonia","5944"
"2016","California","Other diseases of the respiratory system","4396"
"2016","California","Ischemic heart disease","37889"
"2016","California","Sepsis","1404"
"2016","California","Other diseases of the circulatory system","14419"
"2016","California","Heart failure","6802"
"2016","California","Malignant neoplasms","59488"
"2016","Colorado","Chronic lower respiratory disease","2584"
"2016","Colorado","Cerebrovascular diseases","1953"
"2016","Colorado","Ischemic heart disease","3910"
"2016","Colorado","Alzheimer disease and dementia","3547"
"2016","Colorado","Heart failure","902"
"2016","Colorado","Hypertensive diseases","812"
"2016","Colorado","Malignant neoplasms","7967"
"2016","Colorado","Influenza and pneumonia","367"
"2016","Colorado","Other diseases of the circulatory system","2456"
"2016","Colorado","Other diseases of the respiratory system","765"
"2016","Colorado","Renal failure","219"
"2016","Colorado","Diabetes","909"
"2016","Colorado","Sepsis","257"
"2016","Connecticut","Hypertensive diseases","540"
"2016","Connecticut","Sepsis","442"
"2016","Connecticut","Malignant neoplasms","6739"
"2016","Connecticut","Cerebrovascular diseases","1274"
"2016","Connecticut","Heart failure","986"
"2016","Connecticut","Other diseases of the circulatory system","2317"
"2016","Connecticut","Renal failure","383"
"2016","Connecticut","Diabetes","559"
"2016","Connecticut","Other diseases of the respiratory system","899"
"2016","Connecticut","Alzheimer disease and dementia","3293"
"2016","Connecticut","Chronic lower respiratory disease","1415"
"2016","Connecticut","Influenza and pneumonia","367"
"2016","Connecticut","Ischemic heart disease","3727"
"2016","Delaware","Chronic lower respiratory disease","324"
"2016","Delaware","Alzheimer disease and dementia","718"
"2016","Delaware","Ischemic heart disease","1224"
"2016","Delaware","Malignant neoplasms","2126"
"2016","Delaware","Other diseases of the circulatory system","383"
"2016","Delaware","Cerebrovascular diseases","290"
"2016","District of Columbia","Other diseases of the circulatory system","23"
"2016","District of Columbia","Alzheimer disease and dementia","35"
"2016","District of Columbia","Hypertensive diseases","51"
"2016","District of Columbia","Ischemic heart disease","910"
"2016","District of Columbia","Malignant neoplasms","1324"
"2016","District of Columbia","Cerebrovascular diseases","48"
"2016","Florida","Renal failure","3120"
"2016","Florida","Malignant neoplasms","43847"
"2016","Florida","Heart failure","3905"
"2016","Florida","Ischemic heart disease","29789"
"2016","Florida","Chronic lower respiratory disease","12030"
"2016","Florida","Influenza and pneumonia","2835"
"2016","Florida","Diabetes","5819"
"2016","Florida","Other diseases of the circulatory system","11467"
"2016","Florida","Cerebrovascular diseases","12000"
"2016","Florida","Hypertensive diseases","6008"
"2016","Florida","Alzheimer disease and dementia","16243"
"2016","Florida","Sepsis","2445"
"2016","Florida","Other diseases of the respiratory system","3706"
"2016","Georgia","Diabetes","2245"
"2016","Georgia","Hypertensive diseases","3198"
"2016","Georgia","Other diseases of the circulatory system","5933"
"2016","Georgia","Alzheimer disease and dementia","7279"
"2016","Georgia","Renal failure","1853"
"2016","Georgia","Other diseases of the respiratory system","2056"
"2016","Georgia","Influenza and pneumonia","1434"
"2016","Georgia","Cerebrovascular diseases","4279"
"2016","Georgia","Malignant neoplasms","17305"
"2016","Georgia","Heart failure","3218"
"2016","Georgia","Ischemic heart disease","7707"
"2016","Georgia","Sepsis","1580"
"2016","Georgia","Chronic lower respiratory disease","4744"
"2016","Hawaii","Diabetes","23"
"2016","Hawaii","Chronic lower respiratory disease","49"
"2016","Hawaii","Malignant neoplasms","2376"
"2016","Hawaii","Influenza and pneumonia","266"
"2016","Hawaii","Heart failure","11"
"2016","Hawaii","Alzheimer disease and dementia","1072"
"2016","Hawaii","Other diseases of the respiratory system","12"
"2016","Hawaii","Hypertensive diseases","25"
"2016","Hawaii","Cerebrovascular diseases","578"
"2016","Hawaii","Other diseases of the circulatory system","844"
"2016","Hawaii","Ischemic heart disease","1260"
"2016","Idaho","Other diseases of the respiratory system","24"
"2016","Idaho","Diabetes","80"
"2016","Idaho","Heart failure","104"
"2016","Idaho","Other diseases of the circulatory system","937"
"2016","Idaho","Chronic lower respiratory disease","823"
"2016","Idaho","Influenza and pneumonia","25"
"2016","Idaho","Alzheimer disease and dementia","1284"
"2016","Idaho","Malignant neoplasms","2844"
"2016","Idaho","Cerebrovascular diseases","590"
"2016","Idaho","Ischemic heart disease","1615"
"2016","Illinois","Renal failure","2364"
"2016","Illinois","Malignant neoplasms","23762"
"2016","Illinois","Heart failure","3813"
"2016","Illinois","Chronic lower respiratory disease","5461"
"2016","Illinois","Other diseases of the circulatory system","6916"
"2016","Illinois","Sepsis","1606"
"2016","Illinois","Hypertensive diseases","3081"
"2016","Illinois","Cerebrovascular diseases","5396"
"2016","Illinois","Alzheimer disease and dementia","9598"
"2016","Illinois","Ischemic heart disease","12737"
"2016","Illinois","Other diseases of the respiratory system","2396"
"2016","Illinois","Influenza and pneumonia","2058"
"2016","Illinois","Diabetes","2685"
"2016","Indiana","Chronic lower respiratory disease","4274"
"2016","Indiana","Malignant neoplasms","13346"
"2016","Indiana","Influenza and pneumonia","960"
"2016","Indiana","Sepsis","1260"
"2016","Indiana","Cerebrovascular diseases","3043"
"2016","Indiana","Alzheimer disease and dementia","6072"
"2016","Indiana","Hypertensive diseases","1571"
"2016","Indiana","Other diseases of the respiratory system","1745"
"2016","Indiana","Other diseases of the circulatory system","4119"
"2016","Indiana","Ischemic heart disease","7978"
"2016","Indiana","Renal failure","1412"
"2016","Indiana","Heart failure","1803"
"2016","Indiana","Diabetes","2009"
"2016","Iowa","Diabetes","809"
"2016","Iowa","Alzheimer disease and dementia","2929"
"2016","Iowa","Heart failure","245"
"2016","Iowa","Influenza and pneumonia","192"
"2016","Iowa","Other diseases of the circulatory system","1810"
"2016","Iowa","Ischemic heart disease","4299"
"2016","Iowa","Other diseases of the respiratory system","544"
"2016","Iowa","Sepsis","22"
"2016","Iowa","Malignant neoplasms","6335"
"2016","Iowa","Chronic lower respiratory disease","1968"
"2016","Iowa","Renal failure","11"
"2016","Iowa","Cerebrovascular diseases","1381"
"2016","Iowa","Hypertensive diseases","886"
"2016","Kansas","Chronic lower respiratory disease","1624"
"2016","Kansas","Influenza and pneumonia","307"
"2016","Kansas","Cerebrovascular diseases","1277"
"2016","Kansas","Hypertensive diseases","261"
"2016","Kansas","Sepsis","60"
"2016","Kansas","Diabetes","604"
"2016","Kansas","Malignant neoplasms","5227"
"2016","Kansas","Ischemic heart disease","3030"
"2016","Kansas","Renal failure","196"
"2016","Kansas","Heart failure","850"
"2016","Kansas","Alzheimer disease and dementia","2501"
"2016","Kansas","Other diseases of the respiratory system","498"
"2016","Kansas","Other diseases of the circulatory system","1941"
"2016","Kentucky","Other diseases of the respiratory system","1344"
"2016","Kentucky","Influenza and pneumonia","801"
"2016","Kentucky","Alzheimer disease and dementia","3998"
"2016","Kentucky","Malignant neoplasms","10364"
"2016","Kentucky","Chronic lower respiratory disease","3438"
"2016","Kentucky","Ischemic heart disease","5547"
"2016","Kentucky","Hypertensive diseases","1166"
"2016","Kentucky","Cerebrovascular diseases","2018"
"2016","Kentucky","Renal failure","993"
"2016","Kentucky","Sepsis","864"
"2016","Kentucky","Other diseases of the circulatory system","2966"
"2016","Kentucky","Diabetes","1486"
"2016","Kentucky","Heart failure","1531"
"2016","Louisiana","Renal failure","1135"
"2016","Louisiana","Cerebrovascular diseases","2326"
"2016","Louisiana","Ischemic heart disease","5173"
"2016","Louisiana","Influenza and pneumonia","630"
"2016","Louisiana","Chronic lower respiratory disease","2219"
"2016","Louisiana","Sepsis","1001"
"2016","Louisiana","Alzheimer disease and dementia","3426"
"2016","Louisiana","Other diseases of the circulatory system","2925"
"2016","Louisiana","Other diseases of the respiratory system","1189"
"2016","Louisiana","Diabetes","1315"
"2016","Louisiana","Malignant neoplasms","9059"
"2016","Louisiana","Hypertensive diseases","1492"
"2016","Louisiana","Heart failure","2113"
"2016","Maine","Alzheimer disease and dementia","1572"
"2016","Maine","Ischemic heart disease","1551"
"2016","Maine","Cerebrovascular diseases","500"
"2016","Maine","Influenza and pneumonia","20"
"2016","Maine","Malignant neoplasms","3246"
"2016","Maine","Heart failure","11"
"2016","Maine","Other diseases of the circulatory system","970"
"2016","Maine","Diabetes","182"
"2016","Maine","Chronic lower respiratory disease","873"
"2016","Maine","Other diseases of the respiratory system","36"
"2016","Maryland","Renal failure","752"
"2016","Maryland","Heart failure","843"
"2016","Maryland","Other diseases of the circulatory system","3302"
"2016","Maryland","Diabetes","1343"
"2016","Maryland","Chronic lower respiratory disease","2056"
"2016","Maryland","Cerebrovascular diseases","2630"
"2016","Maryland","Hypertensive diseases","1962"
"2016","Maryland","Sepsis","893"
"2016","Maryland","Ischemic heart disease","6361"
"2016","Maryland","Alzheimer disease and dementia","4376"
"2016","Maryland","Influenza and pneumonia","1018"
"2016","Maryland","Malignant neoplasms","10738"
"2016","Maryland","Other diseases of the respiratory system","943"
"2016","Massachusetts","Cerebrovascular diseases","2460"
"2016","Massachusetts","Malignant neoplasms","12839"
"2016","Massachusetts","Heart failure","1929"
"2016","Massachusetts","Alzheimer disease and dementia","6917"
"2016","Massachusetts","Renal failure","1135"
"2016","Massachusetts","Ischemic heart disease","6183"
